index,country,surveyelapse,GS1,GS2,GS3,GS4,GS5,GS6,GS7,GS8,GS9,GS10,GS11,GS12,VCL1,VCL2,VCL3,VCL4,VCL5,VCL7,VCL8,VCL10,VCL11,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,operatingsystem,browser,introelapse,testelapse,Extraversion,Neuroticism,Agreeableness,Conscientiousness,Openness,Grit,highgrit
3486,GB,214,3,2,4,2,3,4,3,3,2,4,4,3,1,1,1,1,1,0,0,1,0,1,1,0,1,University,Suburban,Female,Yes,23,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Never married,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,2,4,2,1,2,4,2,4,3,3,3,3,3,3,2,4,3,4,2,Linux,Chrome,13,155,1.8,2.1,3.0,2.8,3.0,3.0833333333333335,0
3488,GB,112,5,2,2,2,2,4,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,High school,Suburban,Male,Yes,51,Right,Atheist,Bisexual,Indigenous/Native/White,Yes,Previously married,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,3,3,3,3,2,2,1,1,2,2,1,4,1,1,2,3,2,3,5,3,2,3,4,2,2,3,5,4,5,3,4,5,5,4,5,4,Windows,Firefox,4,102,1.4,2.4,1.8,2.9,4.4,2.4166666666666665,0
3490,US,156,4,4,5,4,4,5,4,4,4,4,4,4,1,1,1,1,1,0,1,1,1,0,1,1,1,High school,Urban,Male,Yes,22,Right,Christian (Catholic),Heterosexual,Black,Yes,Never married,2,4,2,4,3,3,4,4,4,3,2,3,4,3,2,4,4,3,4,4,4,4,5,4,3,4,4,4,5,4,4,4,5,4,4,4,5,5,2,4,4,3,3,4,3,4,4,4,3,3,4,Windows,Microsoft Internet Explorer,6,241,3.3,3.5,4.1,4.1,3.5,4.166666666666667,1
3491,GB,134,4,1,2,3,1,3,1,1,2,1,2,1,1,1,0,1,1,0,0,1,0,1,1,1,1,University,Urban,Male,No,22,Left,Atheist,Heterosexual,Indigenous/Native/White,Yes,Never married,2,2,2,4,2,3,2,3,2,2,2,1,2,1,1,2,1,1,2,1,1,3,3,3,4,2,4,4,4,4,4,1,2,3,1,1,1,1,2,1,4,2,5,5,5,4,4,5,2,5,5,Windows,Firefox,337,325,2.4,1.3,3.5,1.7,4.2,1.8333333333333333,0
3492,US,135,4,3,3,2,3,4,3,3,4,4,3,4,1,1,1,1,1,0,0,1,0,1,1,1,1,University,Urban,Female,No,28,Right,Christian (Other),Heterosexual,Indigenous/Native/White,Yes,Never married,2,3,4,4,3,4,4,3,3,3,2,2,3,2,2,3,2,2,2,2,4,4,4,4,4,4,5,4,2,4,4,3,3,3,4,3,4,3,3,3,4,4,3,3,3,5,4,4,3,3,4,Windows,Chrome,4,214,3.3,2.4,3.9,3.3,3.6,3.3333333333333335,1
3495,US,234,4,3,2,4,3,4,3,3,3,4,2,4,1,1,0,1,1,0,0,1,0,1,0,1,1,Graduate,Suburban,Male,Yes,33,Right,Christian (Mormon),Heterosexual,Indigenous/Native/White,No,Currently married,5,3,3,4,3,4,4,4,2,3,3,3,4,1,3,4,4,4,5,4,4,5,4,5,4,4,4,5,4,4,4,3,2,4,5,3,3,4,3,4,3,3,3,3,4,4,4,4,3,4,4,Windows,Microsoft Internet Explorer,1,323,3.3,3.6,4.3,3.4,3.6,3.25,0
3496,GB,313,4,1,1,3,4,4,3,2,2,2,2,4,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Rural,Male,Yes,23,Right,Atheist,Bisexual,Indigenous/Native/White,No,Never married,4,1,1,1,1,1,1,1,1,1,1,2,5,2,2,2,1,3,5,2,1,5,5,5,5,5,4,5,5,5,2,1,1,5,5,3,3,4,4,2,4,5,5,5,3,4,5,5,5,5,5,iOS,Safari,12,539,1.0,2.5,4.6,3.2,4.7,2.6666666666666665,0
3498,CA,224,5,4,4,4,3,4,4,5,5,4,4,4,1,0,0,1,1,0,0,1,0,0,0,1,1,University,Urban,Male,No,50,Right,Other,Bisexual,Indigenous/Native/White,Yes,Currently married,1,3,1,3,4,3,3,3,1,3,2,5,3,1,5,5,5,5,5,5,5,5,3,5,4,4,2,3,4,3,3,4,5,5,5,3,5,2,5,5,5,2,4,4,4,3,4,2,1,3,3,Windows,Chrome,39,332,2.6,4.4,3.6,4.4,3.0,4.166666666666667,1
3500,US,255,4,2,3,4,2,4,3,2,4,5,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,Graduate,Rural,Male,Yes,66,Right,Agnostic,Heterosexual,Other,Yes,Previously married,4,3,5,3,4,4,4,3,4,3,2,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,5,5,5,5,4,4,4,4,4,5,Macintosh,Safari,4,264,3.5,3.9,4.1,3.6,4.5,3.25,0
3501,GB,135,3,3,4,2,4,3,3,2,3,2,4,3,1,1,0,1,1,0,0,1,0,0,0,1,1,High school,Suburban,Female,Yes,18,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,3,2,2,4,2,3,3,3,2,1,2,3,3,2,2,3,3,2,3,2,3,4,4,3,4,4,3,4,3,3,3,2,3,4,3,1,2,4,2,2,3,3,4,3,4,2,2,4,3,3,2,iOS,Safari,10,130,2.4,2.6,3.5,2.6,3.0,3.0,0
3502,DE,276,5,4,4,5,3,5,4,5,5,5,2,5,1,1,0,1,1,0,0,1,0,0,1,1,1,Graduate,Urban,Male,No,27,Right,Atheist,Heterosexual,Asian,Yes,Never married,2,4,4,5,3,5,5,5,3,3,4,5,5,3,4,2,5,5,5,4,4,3,5,5,4,4,5,5,4,4,4,3,2,4,3,2,4,3,5,4,5,3,5,5,5,5,5,5,3,5,5,Windows,Chrome,5,319,4.1,4.2,4.3,3.5,4.6,4.333333333333333,1
3503,US,352,5,2,3,3,5,3,4,1,3,3,5,5,1,1,1,1,1,0,1,1,1,0,1,1,1,High school,Urban,Female,Yes,20,Right,Christian (Catholic),Heterosexual,Black,No,Never married,4,4,4,3,3,5,4,5,1,2,3,3,3,3,1,2,4,3,4,3,4,5,4,4,5,5,5,5,5,5,5,2,3,4,4,2,3,3,3,1,3,2,3,4,5,5,5,3,2,5,5,Windows,Microsoft Internet Explorer,100,297,3.4,3.0,4.8,2.8,3.9,3.5,1
3505,BS,208,5,4,4,1,5,5,5,3,4,5,3,5,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Suburban,Female,Yes,18,Right,Christian (Other),Heterosexual,Black,No,Never married,2,3,3,3,1,2,4,1,5,1,1,1,3,1,3,1,1,2,1,1,5,5,3,2,5,2,4,5,3,5,3,5,5,4,3,4,5,5,4,4,4,2,3,5,3,4,5,3,2,5,4,Windows,Chrome,33,322,2.4,1.9,3.7,4.3,3.6,4.083333333333333,1
3506,CA,262,3,3,2,5,4,5,1,4,3,4,4,5,1,1,0,1,1,0,1,1,0,0,0,1,1,High school,Urban,Female,No,19,Right,Buddhist,Heterosexual,Arab,No,Never married,6,1,4,5,3,5,3,3,4,1,3,1,1,5,4,1,1,1,1,1,1,3,5,3,5,4,5,4,5,5,1,4,5,3,3,5,3,5,4,5,3,1,2,3,4,1,2,3,1,4,1,Windows,Microsoft Internet Explorer,31,283,3.2,1.7,4.0,4.0,2.2,3.5833333333333335,1
3507,US,227,4,3,1,2,3,4,1,1,3,4,3,3,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Suburban,Female,Yes,20,Right,Christian (Other),Heterosexual,Indigenous/Native/White,No,Never married,3,2,3,3,2,2,3,1,1,1,2,1,2,1,2,1,2,2,2,2,2,5,3,4,4,4,4,3,4,3,3,3,2,5,3,4,5,5,4,4,3,3,3,5,3,3,5,3,2,5,5,iOS,Safari,29,269,2.0,1.7,3.7,3.8,3.7,2.6666666666666665,0
3508,US,449,4,4,2,4,4,4,4,3,4,4,2,4,1,0,0,1,0,0,0,1,0,0,0,1,1,High school,Urban,Male,No,22,Left,Muslim,Heterosexual,Indigenous/Native/White,No,Never married,2,4,3,4,3,3,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,3,3,4,4,4,4,4,4,4,3,3,3,2,3,4,3,4,4,4,2,3,4,Windows,Firefox,38,211,3.6,3.8,3.4,3.7,3.3,3.5833333333333335,1
3510,US,188,1,5,5,1,1,5,2,5,5,4,3,5,1,0,0,1,1,0,0,1,0,0,1,1,1,High school,Suburban,Female,No,18,Left,Christian (Other),Heterosexual,Asian,No,Never married,5,1,3,1,3,1,5,1,3,1,1,2,1,1,5,3,3,1,1,3,1,3,3,5,3,1,2,5,2,3,3,5,3,5,5,5,5,5,3,5,3,1,4,5,3,1,1,3,1,3,2,Windows,Chrome,8,283,2.0,2.1,3.0,4.4,2.4,3.5,1
3512,CA,244,5,3,3,4,3,5,4,5,4,5,4,3,1,1,1,1,1,0,1,1,0,1,1,1,1,University,Rural,Female,No,24,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,3,1,1,2,1,2,2,2,1,1,1,2,2,1,2,3,2,4,4,4,3,1,4,5,5,3,4,5,3,5,3,4,3,5,4,3,3,3,4,2,4,4,4,4,5,3,5,4,3,5,4,Macintosh,Chrome,11,237,1.4,2.7,3.8,3.5,4.1,4.0,1
3515,GB,246,4,2,3,3,2,4,2,3,3,3,3,3,1,1,1,1,1,0,0,1,0,1,1,1,1,University,Urban,Female,Yes,36,Right,Agnostic,Heterosexual,Indigenous/Native/White,No,Never married,3,3,5,4,4,4,4,4,3,4,4,2,2,4,3,2,2,2,2,2,4,4,5,4,4,4,5,4,4,4,4,3,3,4,2,3,2,3,4,4,4,4,4,3,3,4,2,4,3,4,4,Linux,Chrome,4,222,3.9,2.5,4.2,3.2,3.5,2.9166666666666665,0
3517,US,147,2,1,4,2,4,4,4,3,4,3,4,4,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Rural,Female,Yes,21,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,2,1,2,3,2,3,3,2,5,2,1,3,5,3,4,4,4,3,3,4,4,5,1,5,5,5,4,4,4,5,4,3,1,5,3,1,3,4,4,3,4,3,4,4,5,4,2,5,2,5,3,Windows,Chrome,18,288,2.4,3.7,4.2,3.1,3.7,3.25,0
3519,CA,283,5,4,3,5,5,5,5,4,5,3,3,4,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Urban,Female,Yes,26,Left,Other,Heterosexual,Indigenous/Native/White,No,Never married,2,3,5,5,5,5,5,5,1,3,2,4,2,2,5,5,5,2,5,4,5,5,5,5,5,5,3,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,5,Windows,Chrome,6,217,3.9,3.9,4.5,5.0,4.6,4.25,1
3520,AU,151,5,2,3,2,4,5,4,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Graduate,Suburban,Female,Yes,55,Right,Agnostic,Heterosexual,Indigenous/Native/White,,Previously married,2,3,5,4,4,4,5,2,4,4,2,1,3,2,2,2,2,4,4,4,3,5,5,5,5,5,5,5,5,5,5,4,2,4,5,2,3,3,5,4,4,5,5,5,5,5,5,5,5,5,5,Windows,Firefox,47,164,3.7,2.7,5.0,3.6,5.0,4.083333333333333,1
3522,CA,186,5,3,4,4,3,5,3,1,5,4,3,4,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Urban,Female,Yes,19,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,4,3,2,3,2,3,2,2,2,3,2,5,5,2,1,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,3,3,4,5,4,2,5,4,5,2,5,2,4,4,3,5,5,4,2,5,4,Windows,Chrome,10,206,2.4,4.2,4.0,3.9,3.8,3.6666666666666665,1
3525,US,386,5,4,4,5,3,5,4,4,4,5,4,5,1,1,0,1,1,0,0,0,0,1,1,1,1,University,Rural,Male,Yes,31,Right,Christian (Other),Heterosexual,Indigenous/Native/White,No,Currently married,3,1,5,5,5,4,5,5,4,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,5,5,4,4,5,5,4,5,4,5,4,5,4,5,5,4,4,5,Windows,Chrome,2,299,4.0,5.0,4.9,4.4,4.5,4.333333333333333,1
3526,US,257,5,3,4,5,3,4,3,3,4,4,3,4,1,1,0,1,1,0,0,1,0,0,1,1,1,University,Suburban,Male,No,41,Right,Atheist,Heterosexual,Asian,Yes,Currently married,3,5,3,2,4,2,3,2,3,4,3,5,4,4,3,3,2,4,5,4,4,4,4,3,2,3,2,2,3,2,3,3,5,2,3,4,4,4,4,4,4,2,2,4,2,4,4,4,2,4,4,Windows,Microsoft Internet Explorer,3,294,3.1,3.8,2.8,3.7,3.2,3.75,1
3527,CA,95,2,1,1,3,1,3,1,1,2,1,4,2,1,1,0,1,1,0,0,1,0,0,0,1,1,High school,Urban,Female,Yes,25,Left,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,3,1,1,1,4,2,3,3,1,4,3,3,1,2,1,5,3,3,1,4,3,3,2,3,3,3,3,5,2,5,5,2,5,3,Windows,Chrome,8,110,1.2,1.4,2.6,2.8,3.6,1.8333333333333333,0
3530,US,1871,5,2,3,2,1,4,1,1,3,2,4,5,1,1,1,1,1,0,0,1,0,0,1,1,1,High school,Urban,Female,No,20,Right,Christian (Other),Other,Black,No,Never married,2,4,3,3,3,3,3,3,1,3,1,1,2,1,5,4,2,2,1,3,2,1,4,5,5,5,5,5,5,5,5,2,5,5,4,4,2,3,3,5,3,3,3,5,4,5,5,5,3,5,5,Windows,Microsoft Internet Explorer,6,999,2.7,2.3,4.5,3.6,4.3,2.75,0
3531,US,573,3,2,5,2,4,2,3,3,2,2,5,2,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Rural,Male,Yes,18,Right,Other,Homosexual,Indigenous/Native/White,No,Never married,4,5,2,5,3,3,2,5,1,4,3,5,5,5,2,4,5,4,5,4,2,3,4,3,4,4,3,4,4,3,4,3,4,4,2,2,4,4,3,4,5,4,4,4,4,4,4,4,4,5,5,Linux,Chrome,5,287,3.3,4.1,3.6,3.5,4.2,2.9166666666666665,0
3532,MY,320,3,2,2,4,3,3,3,5,4,4,3,4,1,0,0,1,0,0,0,1,0,0,0,0,1,Less than high school,Urban,Female,Yes,19,Right,Christian (Other),Heterosexual,Asian,No,Never married,3,3,1,3,3,2,2,1,3,2,1,3,3,1,4,2,3,3,3,2,2,5,4,5,4,3,4,4,3,3,4,4,5,4,4,4,3,3,5,4,4,2,3,4,3,3,3,3,2,3,3,Windows,Chrome,199,376,2.1,2.6,3.9,4.0,2.9,3.3333333333333335,1
3534,US,272,4,5,5,4,5,5,4,5,4,5,5,5,1,1,0,1,1,0,0,1,0,0,1,1,1,University,Rural,Male,Yes,41,Right,Christian (Other),Heterosexual,Indigenous/Native/White,Yes,Currently married,6,3,3,4,4,4,4,3,3,3,3,4,3,4,5,4,4,5,5,5,5,4,3,4,3,3,2,3,3,3,3,4,4,3,5,4,5,5,5,4,4,3,1,4,1,3,5,4,2,3,3,Windows,Microsoft Internet Explorer,12,263,3.4,4.4,3.1,4.3,2.9,4.666666666666667,1
3538,AU,134,3,2,4,2,2,5,2,2,2,4,2,3,1,1,0,1,1,0,0,1,0,0,1,1,1,University,Rural,Female,Yes,21,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Never married,4,4,5,4,4,5,5,4,2,2,2,1,1,1,1,4,1,1,1,4,1,5,5,4,5,5,4,5,5,4,4,3,1,5,4,4,4,5,5,4,4,5,4,5,5,3,5,5,5,1,4,Windows,Chrome,6,133,3.7,1.6,4.6,3.9,4.2,2.75,0
3539,Unknown,111,2,1,1,1,2,2,3,1,2,2,1,2,1,1,0,1,1,0,0,1,0,1,1,1,1,University,Urban,Female,Yes,23,Right,Christian (Protestant),Heterosexual,Asian,No,Never married,3,2,3,3,1,3,2,2,2,2,1,1,3,2,1,2,2,3,3,2,2,4,3,3,4,4,4,3,3,4,3,3,2,4,2,2,3,4,3,3,3,3,3,5,4,3,4,3,4,5,4,Windows,Chrome,19,99,2.1,2.1,3.5,2.9,3.8,1.6666666666666667,0
3540,US,202,3,2,3,2,4,5,2,3,4,3,2,5,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Urban,Female,Yes,46,Right,Buddhist,Heterosexual,Indigenous/Native/White,Yes,Previously married,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,3,1,5,3,4,5,4,5,4,3,5,4,2,2,4,3,3,2,4,3,1,3,2,3,4,3,3,4,3,2,5,3,Windows,Chrome,34,229,1.2,1.4,4.2,2.7,3.2,3.1666666666666665,0
3541,MY,322,2,4,1,4,1,5,2,3,5,2,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,High school,Urban,Female,No,18,Right,Muslim,,,No,Never married,5,1,1,1,1,1,1,1,1,1,1,5,5,3,1,3,1,5,3,3,5,1,5,3,5,5,5,3,5,5,5,3,3,5,5,5,5,5,3,5,5,1,5,3,5,5,3,5,1,3,1,Linux,Chrome,10,358,1.0,3.4,4.2,4.4,3.2,2.9166666666666665,0
3542,PH,357,1,2,2,2,1,2,2,3,2,1,3,2,1,1,0,1,1,0,0,1,0,0,1,0,1,University,Urban,Female,No,20,Right,Christian (Mormon),Heterosexual,Asian,No,Never married,4,1,2,1,2,1,1,1,1,1,1,2,2,2,4,2,3,3,3,2,1,3,3,3,4,3,3,2,3,3,2,3,2,4,1,2,2,2,1,3,3,3,3,3,2,2,2,3,3,3,1,Linux,Chrome,10,217,1.2,2.4,2.9,2.3,2.5,1.9166666666666667,0
3543,PH,222,2,1,4,2,4,5,1,1,4,5,1,4,1,0,0,1,0,0,0,1,0,0,0,0,1,High school,Urban,Female,No,18,Right,Christian (Catholic),,,No,Never married,6,4,5,5,5,4,2,5,2,5,2,3,3,1,3,5,2,4,3,4,3,3,5,5,5,5,5,5,4,5,4,5,2,5,4,4,5,3,3,4,5,3,3,3,3,4,5,4,3,5,5,Windows,Chrome,100,259,3.9,3.1,4.6,4.0,3.8,2.8333333333333335,0
3545,US,185,4,2,4,5,4,5,5,4,4,5,2,4,1,1,1,1,1,0,0,1,0,0,0,1,1,High school,Rural,Male,Yes,19,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,Yes,Never married,2,4,5,4,5,4,5,5,4,5,4,3,5,4,5,1,3,2,2,3,5,2,4,3,4,4,4,4,4,3,4,3,2,4,2,3,3,4,3,5,5,2,1,3,3,4,3,5,2,5,5,Windows,Chrome,2,207,4.5,3.3,3.6,3.4,3.3,4.0,1
3550,GB,182,4,4,1,4,4,5,3,4,5,4,3,4,1,1,1,1,1,0,0,1,0,1,1,1,1,University,Urban,Female,Yes,26,Right,Muslim,Heterosexual,Asian,Yes,,6,3,3,3,3,4,4,1,2,3,3,5,3,2,2,5,5,4,4,2,4,5,4,4,4,4,3,4,4,4,4,2,5,5,4,1,4,2,4,2,4,4,5,5,5,4,5,5,3,5,4,Linux,AndroidBrowser,27,206,2.9,3.6,4.0,3.3,4.5,3.75,1
3553,US,285,3,1,4,1,1,3,1,1,1,1,1,5,1,1,0,1,1,0,1,1,1,1,1,1,1,Less than high school,Suburban,Male,Yes,18,Right,Agnostic,Bisexual,Indigenous/Native/White,No,Never married,3,2,5,2,4,4,4,4,3,5,1,1,2,1,2,1,1,1,1,2,2,4,5,2,3,2,4,2,4,4,2,1,1,4,1,2,1,3,1,2,3,5,3,4,4,2,4,4,5,5,5,Linux,Chrome,29,554,3.4,1.4,3.2,1.9,4.1,1.9166666666666667,0
3554,US,144,5,2,3,5,4,5,3,3,3,5,3,5,1,1,0,1,1,0,0,1,0,0,0,1,1,University,Urban,Female,Yes,26,Right,Christian (Mormon),Heterosexual,Indigenous/Native/White,Yes,Currently married,5,3,5,5,5,5,5,5,3,4,5,2,1,5,5,5,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,4,5,5,4,2,1,5,2,5,5,4,1,4,5,Macintosh,Safari,26,198,4.5,3.9,5.0,4.4,3.4,3.8333333333333335,1
3557,US,166,5,3,4,3,4,5,4,4,4,5,4,5,1,1,1,1,1,1,0,1,1,1,1,1,1,Graduate,Suburban,Female,Yes,26,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,No,Never married,1,3,5,5,4,5,5,4,4,4,3,3,3,3,2,3,3,4,4,2,4,5,5,3,5,5,4,4,4,4,3,2,3,5,4,2,2,3,4,4,3,5,4,3,5,3,4,4,4,4,4,Macintosh,Firefox,94,162,4.2,3.1,4.2,3.2,4.0,4.166666666666667,1
3558,MY,178,3,2,2,4,3,4,3,4,4,3,3,4,1,0,0,1,0,0,0,1,0,0,0,0,1,Less than high school,Urban,Female,Yes,19,Right,Christian (Other),Heterosexual,Asian,No,Never married,3,3,1,3,2,2,2,2,4,2,1,3,3,2,4,2,2,3,2,2,2,5,4,5,4,2,4,4,3,4,4,4,4,4,4,4,3,3,5,4,4,2,3,3,3,3,4,3,2,4,3,Windows,Chrome,17,207,2.2,2.5,3.9,3.9,3.0,3.25,0
3559,PH,385,5,2,1,2,4,5,3,4,5,5,1,5,1,1,0,1,0,0,0,1,0,0,0,1,1,University,Rural,Female,No,20,Right,Christian (Catholic),Heterosexual,Asian,Yes,Never married,8,3,4,4,1,5,5,3,3,2,1,2,5,1,4,3,1,3,4,3,2,1,5,5,5,5,5,5,2,5,5,5,1,5,3,5,4,5,3,5,5,4,2,5,3,4,5,5,4,5,4,Windows,Chrome,14,331,3.1,2.8,4.3,4.1,4.1,3.5,1
3561,US,147,4,3,1,3,1,5,1,1,3,4,2,4,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Suburban,Female,Yes,18,Right,Agnostic,Bisexual,Indigenous/Native/White,No,Never married,2,4,4,3,5,4,4,2,3,4,3,1,3,1,2,2,2,1,2,1,1,5,4,4,5,5,5,4,3,5,4,4,1,5,3,3,4,3,4,3,4,4,3,5,5,4,5,4,4,4,4,iOS,Safari,6,189,3.6,1.6,4.4,3.4,4.2,2.6666666666666665,0
3565,US,173,5,2,2,2,2,4,2,3,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,University,Suburban,Male,Yes,23,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,Yes,Never married,2,2,4,2,2,2,4,2,1,1,1,5,5,4,4,4,5,4,4,5,4,2,4,5,2,4,5,3,4,2,3,4,4,4,4,1,4,4,3,4,4,3,4,4,4,3,4,4,2,4,4,Linux,Chrome,13,338,2.1,4.4,3.4,3.6,3.6,2.75,0
3567,SG,182,3,3,3,3,2,3,3,2,2,2,3,2,1,1,0,1,1,0,0,1,0,0,1,1,1,University,Suburban,Female,Yes,27,Right,Atheist,Heterosexual,Asian,Yes,Never married,1,3,3,3,3,3,3,3,3,4,2,4,4,2,2,2,2,2,2,2,2,5,3,5,5,2,5,3,4,4,4,3,3,4,3,2,2,3,3,3,3,3,3,4,3,4,3,4,3,4,3,Macintosh,Chrome,14,173,3.0,2.4,4.0,2.9,3.4,2.5833333333333335,0
3570,US,147,5,3,5,3,5,5,3,5,5,5,4,5,1,1,0,1,1,0,0,1,0,1,1,1,1,Graduate,Suburban,Female,No,30,Right,Hindu,Heterosexual,Asian,Yes,Currently married,2,5,3,4,4,5,5,4,4,4,3,2,3,3,2,3,2,2,4,2,4,5,5,5,5,5,5,5,5,5,5,3,1,4,1,4,3,4,3,4,5,5,4,3,4,4,3,5,4,5,5,Windows,Chrome,23,186,4.1,2.7,5.0,3.2,4.2,4.416666666666667,1
3571,US,140,5,3,3,5,4,4,4,3,4,4,3,5,1,1,1,1,1,0,0,1,0,1,1,1,1,University,Suburban,Female,Yes,38,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Previously married,3,3,5,5,4,3,4,3,3,3,3,5,4,4,5,5,4,4,4,4,5,5,5,4,3,5,4,4,4,4,4,3,2,3,4,2,3,3,4,3,2,5,5,4,5,4,4,4,4,5,5,Macintosh,Chrome,29,147,3.6,4.4,4.2,2.9,4.5,3.9166666666666665,1
3573,US,137,3,1,1,1,1,3,1,1,4,3,2,3,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Suburban,Female,No,18,Right,Hindu,Heterosexual,Asian,No,Never married,2,3,3,3,2,3,3,1,2,4,2,1,1,1,1,1,1,1,2,1,1,5,4,3,5,5,5,5,5,4,4,1,3,4,1,1,1,3,2,1,2,1,3,5,5,1,5,3,1,5,3,Windows,Chrome,4,152,2.6,1.1,4.5,1.9,3.2,2.0,0
3574,US,195,4,1,2,5,4,5,3,5,5,5,3,4,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Urban,Female,Yes,21,,Christian (Catholic),Heterosexual,Asian,No,Never married,2,3,5,5,4,5,5,5,4,2,2,2,2,1,3,3,2,1,2,4,4,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,2,4,4,4,5,3,3,5,5,5,5,4,3,3,5,Windows,Microsoft Internet Explorer,16,142,4.0,2.4,5.0,4.0,4.1,3.8333333333333335,1
3577,US,126,4,2,2,4,2,5,3,4,4,2,2,3,1,1,0,1,1,0,0,1,0,0,1,1,1,University,Urban,Female,Yes,21,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,1,4,5,4,4,5,5,4,4,4,3,1,2,1,2,2,2,2,2,2,4,5,5,4,5,5,5,5,5,5,4,4,2,5,2,2,1,3,3,5,4,4,5,5,5,5,5,4,3,4,5,Windows,Microsoft Internet Explorer,3,122,4.2,2.0,4.8,3.1,4.5,3.0833333333333335,0
3580,GB,184,5,2,2,3,1,5,2,2,2,5,3,3,1,1,1,1,1,0,0,1,1,1,1,1,1,High school,Suburban,Female,Yes,23,Right,Other,Heterosexual,Indigenous/Native/White,No,Never married,3,4,5,4,4,5,5,5,3,4,4,3,3,2,1,3,3,1,2,2,1,5,5,4,5,5,2,5,4,5,4,3,1,4,3,2,2,3,4,3,4,4,5,5,5,3,5,4,3,5,5,Macintosh,Safari,10,192,4.3,2.1,4.4,2.9,4.4,2.9166666666666665,0
3581,AU,352,3,4,4,4,4,4,3,4,4,5,4,3,1,1,0,1,1,0,0,1,0,1,0,1,1,University,Suburban,Female,Yes,23,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,3,2,2,2,2,3,2,2,2,1,2,2,2,2,3,3,2,4,4,3,4,4,5,5,4,5,4,4,4,4,3,4,2,4,4,2,4,4,4,4,3,3,2,5,3,3,4,4,3,5,4,Windows,Microsoft Internet Explorer,6,194,2.0,2.9,4.2,3.5,3.6,3.8333333333333335,1
3583,US,158,4,4,3,4,4,5,4,4,4,3,3,4,1,1,0,1,1,0,0,1,0,1,1,1,1,University,Suburban,Male,Yes,21,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,3,3,2,2,3,1,2,2,2,1,1,4,2,2,4,5,4,4,4,4,4,4,3,3,4,4,4,2,4,4,3,4,5,3,4,4,4,3,3,3,4,2,5,3,4,5,3,4,2,5,3,Linux,Chrome,3,226,1.9,3.7,3.5,3.7,3.6,3.8333333333333335,1
