surveyelapse,VCL1,VCL2,VCL3,VCL4,VCL5,VCL7,VCL8,VCL10,VCL11,VCL13,VCL14,VCL15,VCL16,familysize,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,introelapse,testelapse,Grit,highgrit,survey_time_score,vocab_score,married_Currently married,married_Never married,married_Previously married,married_Unknown,browser_AndroidBrowser,browser_Chrome,browser_ChromeiOS,browser_Firefox,browser_Microsoft Internet Explorer,browser_Opera,browser_Safari,browser_SeaMonkey,browser_UCBrowser,browser_Unknown,operatingsystem_Blackberry,operatingsystem_ChromeOS,operatingsystem_Linux,operatingsystem_Macintosh,operatingsystem_Unknown,operatingsystem_Windows,operatingsystem_Windows Phone,operatingsystem_iOS,age_group_18-30,age_group_30-45,age_group_45+
230,1,1,0,1,1,0,0,1,0,1,1,1,1,2,4,5,5,3,4,5,4,4,4,4,2,3,1,4,4,2,2,2,2,2,4,5,3,4,4,4,5,5,4,4,4,2,5,2,2,2,3,3,4,4,4,5,5,5,5,5,5,3,4,5,10,204,2.833333333333333,0,444,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
165,1,1,1,0,0,0,0,1,0,1,1,1,1,4,3,1,4,1,2,2,3,2,3,2,3,3,4,3,5,3,3,4,4,4,4,5,5,5,3,5,5,5,5,3,4,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,2,4,5,14,168,3.583333333333333,1,347,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
185,1,1,0,1,1,1,1,1,0,1,1,1,1,3,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,3,4,4,5,5,5,2,5,5,5,5,5,5,5,3,3,5,5,1,5,2,3,1,4,5,5,5,5,5,5,5,5,5,5,40,245,3.0,0,470,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
114,1,1,1,1,1,0,0,1,0,1,1,1,1,3,3,4,3,3,3,3,2,1,1,3,1,1,1,1,2,2,3,3,2,1,5,5,5,5,5,5,3,5,5,3,3,3,5,3,1,1,3,5,3,5,4,3,4,3,3,3,5,3,3,3,289,129,3.4166666666666665,1,532,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
111,1,1,0,1,1,0,0,1,0,0,0,1,1,5,3,4,3,3,2,4,4,1,2,1,2,3,2,2,2,1,1,1,1,2,3,3,2,2,2,4,2,2,3,4,1,1,4,1,2,1,4,3,2,2,3,4,2,4,4,4,4,3,4,3,26,140,1.9166666666666667,0,277,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
125,1,1,0,1,1,0,1,1,0,1,1,1,1,2,3,3,4,4,4,3,3,2,2,2,3,5,4,4,4,4,4,4,4,4,4,4,5,4,5,3,4,3,4,3,3,1,3,2,1,2,4,3,3,4,4,5,3,5,4,4,5,4,3,3,50,149,3.4166666666666665,1,324,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
91,1,0,0,1,1,0,0,1,0,0,0,1,1,2,2,2,3,3,3,3,2,4,2,1,2,2,2,2,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,4,4,4,4,3,3,4,2,4,3,3,4,2,5,3,3,121,2.75,0,215,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
152,1,1,0,1,1,0,1,0,0,1,1,1,1,3,4,2,2,2,3,4,2,3,3,2,4,3,2,2,4,2,2,2,2,2,4,4,5,4,4,2,4,4,4,4,3,3,5,3,3,3,4,4,3,4,4,4,5,4,5,5,5,4,4,5,42,162,3.583333333333333,1,356,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
86,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,5,2,5,5,3,5,4,5,5,2,3,2,1,1,3,1,2,2,1,2,3,3,3,3,3,3,3,4,3,5,4,5,3,5,5,5,3,5,5,5,5,2,3,5,1,5,5,4,5,4,81,3.9166666666666665,1,171,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
181,1,0,0,1,1,0,1,1,0,0,1,1,1,3,2,3,2,3,3,3,2,3,3,2,2,2,2,5,2,2,3,3,2,2,3,4,4,5,4,3,4,3,4,3,2,3,4,3,3,3,4,3,3,3,3,3,3,4,3,3,3,2,3,3,3,174,2.4166666666666665,0,358,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
106,1,1,0,1,1,0,0,1,0,1,1,1,1,6,4,5,5,4,5,5,4,5,5,4,3,4,2,2,5,3,3,4,4,5,4,5,1,5,5,4,5,4,5,3,1,2,5,2,1,5,1,2,1,1,5,5,5,5,5,5,4,4,5,5,21,128,2.75,0,255,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
395,1,1,0,1,1,0,0,1,0,0,1,1,1,3,5,5,4,3,5,4,4,4,5,3,3,4,3,3,3,4,2,3,3,4,4,3,5,3,4,4,3,4,4,5,5,4,4,4,2,2,2,4,3,4,4,3,4,4,4,5,4,2,3,4,6,322,2.9166666666666665,0,723,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
227,1,1,0,1,1,0,0,1,0,1,0,1,1,2,2,2,4,2,1,2,1,1,1,1,2,4,1,5,2,1,1,3,1,5,5,3,2,5,5,5,4,3,2,3,3,2,5,4,2,4,4,4,4,3,4,3,4,4,4,4,5,4,5,4,73,264,2.1666666666666665,0,564,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
272,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,4,1,2,3,1,2,2,1,1,3,4,2,4,3,3,4,3,4,3,3,3,3,3,2,3,3,3,4,3,2,5,4,4,3,5,5,4,5,4,4,5,4,5,5,5,43,281,3.0,0,596,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
220,1,1,0,1,1,0,0,1,0,0,1,1,1,3,2,4,3,1,3,3,5,3,5,1,1,5,1,2,2,1,1,2,1,2,4,5,2,5,1,5,5,4,5,5,2,1,3,3,1,1,5,3,5,3,4,3,5,3,4,5,3,3,3,4,18,204,3.083333333333333,0,442,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
134,1,1,0,1,1,0,1,1,1,1,1,1,1,3,3,3,3,2,3,4,3,2,2,2,3,4,2,4,5,4,5,5,4,5,5,5,2,5,4,4,5,4,5,5,2,1,4,5,2,2,4,3,4,3,4,5,5,5,4,4,4,2,5,4,5,228,3.6666666666666665,1,367,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
186,1,1,0,1,1,0,0,1,0,1,1,1,1,3,2,2,3,2,2,4,1,1,1,1,1,3,2,2,3,2,2,3,3,3,4,5,5,4,5,5,4,4,5,4,5,3,5,4,3,3,5,3,4,4,3,3,2,4,4,2,4,3,5,2,34,356,3.5,1,576,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
118,1,1,1,1,1,0,0,1,0,0,1,1,1,2,4,5,4,4,4,5,4,4,5,4,5,4,3,4,4,2,2,4,2,5,4,4,1,2,3,4,4,3,4,2,4,2,4,2,2,2,4,4,4,4,5,4,4,3,3,4,4,4,2,3,4,136,3.8333333333333335,1,258,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
319,1,1,0,1,1,0,0,1,0,0,1,1,1,2,5,5,4,4,5,3,5,3,5,3,2,3,1,3,2,2,1,1,2,3,4,4,2,4,5,5,4,5,4,5,3,3,5,3,3,1,4,2,3,4,3,3,4,2,3,3,5,3,5,4,4,238,3.083333333333333,0,561,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
302,1,1,1,1,1,1,0,1,1,1,1,1,1,3,2,4,4,1,3,4,2,2,2,2,2,2,1,1,2,2,4,3,4,2,5,4,3,5,4,5,4,4,4,4,2,1,3,2,2,2,3,4,3,4,5,4,5,5,5,5,4,4,5,4,92,377,2.9166666666666665,0,771,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
248,1,1,0,1,1,0,0,1,0,0,1,1,1,2,4,4,5,4,4,4,4,4,4,4,4,4,3,2,3,2,4,5,4,2,5,4,4,5,5,4,4,5,4,4,3,2,4,4,2,4,4,4,2,2,3,4,4,4,5,4,4,2,4,5,12,423,3.1666666666666665,0,683,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
110,1,1,0,1,1,0,0,1,0,1,1,1,1,3,1,4,1,1,2,4,1,1,1,1,1,2,1,1,3,1,2,2,1,1,5,3,4,5,3,4,3,4,5,3,4,2,4,3,2,2,4,4,4,5,4,5,5,5,4,4,5,4,5,5,3,107,3.083333333333333,0,220,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
373,0,0,0,1,0,0,0,1,0,0,0,1,1,7,2,4,3,2,3,1,1,1,1,1,3,3,3,1,5,5,5,5,4,5,1,3,3,3,5,4,3,5,1,3,4,5,2,4,2,5,3,3,4,1,1,1,3,3,5,1,5,5,5,4,35,327,4.083333333333333,1,735,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
84,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,4,4,2,3,3,3,2,2,2,4,4,3,2,3,4,4,4,3,4,4,4,4,4,4,4,4,4,2,3,2,2,4,2,1,1,2,3,2,5,4,5,4,4,3,4,4,4,4,4,3,118,2.583333333333333,0,205,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
211,1,1,0,1,1,0,0,1,0,1,1,1,1,3,1,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,4,3,5,4,4,5,3,3,2,5,2,2,2,4,3,3,2,5,5,5,5,5,5,3,5,5,5,32,205,2.25,0,448,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
140,1,1,1,1,1,0,0,1,0,1,1,1,1,3,1,3,2,1,1,2,1,2,2,1,3,3,1,2,4,4,3,4,2,3,5,4,5,5,5,5,5,4,4,4,3,2,4,3,1,2,4,4,4,5,4,4,5,4,4,4,3,4,4,3,3,153,3.5,1,296,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
314,1,1,1,1,1,0,0,1,0,1,1,1,1,2,2,5,4,2,5,5,2,1,2,4,5,5,2,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,1,4,5,4,2,2,3,5,4,4,3,4,4,3,4,3,13,267,3.333333333333333,1,594,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
765,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,3,5,5,5,3,5,5,5,1,5,1,1,5,3,3,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,1,1,5,5,3,1,5,3,5,5,1,4,3,5,1,1,5,10,194,3.0,0,969,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
215,1,1,0,1,1,0,0,1,0,0,0,1,1,4,1,4,5,2,4,4,1,1,1,4,1,2,1,1,2,4,5,3,2,5,4,3,5,4,2,4,1,4,4,4,4,2,3,5,4,5,2,5,5,4,1,1,2,2,1,1,2,1,4,1,24,223,2.9166666666666665,0,462,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
88,1,1,0,1,1,0,0,1,0,0,1,1,1,4,5,5,5,5,5,5,5,5,5,5,1,1,2,3,1,1,1,1,1,5,5,5,1,3,1,5,5,5,4,5,1,1,1,1,1,1,1,5,1,5,3,3,5,5,5,5,5,1,1,5,3,91,2.5,0,182,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
210,1,1,1,1,1,1,0,1,1,1,1,1,1,3,1,1,3,2,2,2,1,1,2,2,4,4,4,5,5,4,4,4,2,5,5,3,3,4,3,3,4,4,3,2,2,5,4,5,3,4,5,5,4,5,5,5,4,5,3,3,5,5,4,2,84,305,4.0,1,599,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
339,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,3,5,5,5,3,3,1,1,3,1,3,1,1,1,5,1,3,5,5,3,3,3,4,3,5,5,2,3,1,4,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,256,4.5,1,599,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
249,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,5,4,3,4,5,2,3,3,4,5,2,4,2,4,4,5,5,5,3,3,3,5,4,3,4,3,3,4,4,3,5,5,5,3,4,4,3,4,4,4,4,3,4,4,5,4,3,4,4,7,238,3.75,1,494,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
141,1,1,0,1,1,0,0,1,0,0,0,1,1,4,3,4,3,3,4,4,2,4,3,3,1,3,1,1,5,4,4,5,5,5,5,5,5,4,4,4,4,4,2,5,3,3,4,5,2,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,220,4.166666666666667,1,364,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
374,1,1,0,1,1,0,0,1,0,1,0,1,1,2,2,2,3,3,3,3,4,1,1,2,3,2,1,4,3,4,5,5,3,5,4,3,4,4,2,4,4,4,4,3,5,5,5,5,4,5,5,5,5,4,4,3,2,2,5,2,4,2,4,4,152,299,4.333333333333333,1,825,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
185,1,1,0,0,1,0,0,1,0,1,0,1,1,3,1,1,2,4,2,2,1,2,1,1,2,4,1,1,3,2,4,4,3,2,3,3,5,1,2,3,2,1,2,2,2,5,4,4,5,3,5,3,4,3,3,4,3,3,2,3,2,2,5,4,7,227,2.4166666666666665,0,419,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
429,0,1,0,0,0,0,0,1,0,0,1,1,1,6,5,2,3,3,2,2,4,3,2,5,2,3,1,3,1,1,3,3,1,2,2,5,3,5,2,5,3,2,4,2,4,5,5,4,3,3,5,3,4,4,3,4,4,3,3,3,5,3,4,4,41,292,3.083333333333333,0,762,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
191,1,1,0,1,1,0,0,1,0,0,0,1,1,2,5,5,4,4,3,5,5,3,5,2,5,5,3,5,5,4,3,5,5,5,5,3,4,3,5,3,5,5,3,3,4,3,5,5,2,3,3,5,5,3,5,5,5,5,5,5,5,4,3,5,21,228,3.6666666666666665,1,440,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
312,1,1,0,1,1,0,1,1,0,1,1,1,1,2,4,5,5,2,5,5,5,4,3,4,5,4,3,5,3,1,4,2,1,5,3,4,2,1,4,2,4,1,4,5,4,3,2,2,2,4,4,3,4,3,4,2,1,2,2,2,4,3,2,2,4,768,3.8333333333333335,1,1084,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
105,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,3,3,4,3,4,5,4,2,3,1,3,1,2,1,1,1,1,1,1,5,4,2,5,5,4,5,5,5,4,3,3,4,1,2,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,6,139,3.25,0,250,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
143,1,1,0,1,1,0,0,1,0,1,1,1,1,2,1,2,3,2,4,2,2,1,2,1,2,3,1,1,1,4,3,4,2,2,5,4,4,5,5,4,4,5,4,3,3,1,4,2,1,1,4,4,3,3,3,3,5,3,4,5,4,3,5,4,272,212,3.1666666666666665,0,627,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
124,1,1,0,1,1,0,0,1,0,1,1,1,1,1,2,3,3,1,3,3,2,2,2,1,2,3,1,3,4,3,3,3,3,3,5,4,5,4,4,4,4,4,4,5,5,5,4,5,4,5,5,5,5,4,2,3,3,3,4,3,4,2,4,3,5,140,4.166666666666667,1,269,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
116,1,1,0,1,1,0,1,1,0,0,1,1,1,3,2,4,2,2,4,4,4,2,4,2,1,1,1,1,1,2,2,1,2,1,2,5,1,2,1,4,1,1,2,2,4,4,4,4,2,2,5,2,2,2,5,4,4,2,5,4,5,5,5,4,10,143,2.0,0,269,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
230,1,1,0,1,1,0,1,1,0,1,1,1,1,2,4,5,3,5,4,5,3,4,5,4,4,2,2,4,3,2,4,3,2,4,4,4,2,4,4,3,4,4,4,3,4,3,5,5,4,4,5,5,3,5,5,5,4,5,5,5,5,5,5,5,14,277,3.9166666666666665,1,521,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
155,0,0,0,1,0,0,0,1,1,0,0,1,1,2,5,3,3,3,3,4,4,2,4,1,4,4,3,3,4,4,4,4,3,3,5,5,1,3,3,4,4,4,3,3,3,4,3,3,3,3,3,3,5,3,5,3,3,3,5,2,4,5,5,3,4,270,3.4166666666666665,1,429,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
198,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3,5,4,5,4,4,5,4,4,2,2,4,2,3,2,2,3,3,2,3,4,3,4,3,4,4,5,4,3,3,3,2,3,4,3,3,3,3,3,3,4,3,3,3,4,3,4,3,2,4,13,209,2.5,0,420,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
113,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,4,1,2,3,2,1,3,1,2,4,2,1,1,1,2,4,3,4,3,4,4,4,3,3,2,5,5,5,4,3,5,5,5,5,4,5,5,3,5,3,3,5,4,4,3,36,100,4.25,1,249,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
490,1,1,0,1,1,1,0,1,0,0,1,1,1,2,1,4,1,4,1,1,1,1,1,5,1,1,2,1,2,1,1,2,1,1,2,4,1,4,4,5,1,1,5,4,2,1,4,1,2,2,4,2,4,4,2,2,5,1,2,5,5,2,4,2,22,295,2.333333333333333,0,807,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
153,1,1,1,1,1,0,0,1,0,1,1,1,1,4,4,5,2,3,5,5,4,3,4,3,1,2,1,1,2,1,1,1,1,1,4,5,3,4,4,5,4,4,4,4,5,2,5,2,2,1,5,1,4,5,5,4,5,4,5,4,4,5,5,3,20,127,2.4166666666666665,0,300,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
384,1,1,0,1,1,0,0,1,0,0,1,1,1,2,3,1,4,3,2,4,3,2,5,1,3,2,2,2,2,2,2,4,4,3,1,4,5,5,5,5,3,4,5,4,4,5,5,5,3,5,5,4,4,5,3,5,3,3,4,3,5,1,3,4,5,1313,4.083333333333333,1,1702,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
212,1,1,0,1,0,0,0,1,0,1,1,1,1,3,1,3,3,1,1,5,1,3,3,1,3,2,1,1,5,5,3,3,5,1,1,3,2,4,3,3,2,4,3,3,3,1,5,4,3,2,3,3,1,3,3,5,5,4,4,5,4,2,5,5,2,198,3.333333333333333,1,412,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
151,1,1,1,1,1,1,0,1,0,1,1,1,1,2,1,2,3,2,2,4,3,3,2,2,2,3,2,3,3,3,3,4,4,4,4,4,5,4,4,4,4,3,4,3,4,3,2,4,3,2,4,5,4,4,4,4,4,4,4,4,3,3,4,4,22,150,3.083333333333333,0,323,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
195,1,1,1,1,1,0,0,1,0,0,0,1,1,3,4,4,3,4,4,4,4,4,2,3,3,4,3,3,4,3,3,3,3,3,2,4,5,4,4,4,4,4,4,4,2,2,2,2,2,2,3,2,2,3,3,4,5,4,4,4,4,3,4,5,3,240,2.1666666666666665,0,438,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
237,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,4,1,2,5,4,5,5,3,2,2,3,5,3,3,3,2,3,1,3,5,3,5,5,2,3,3,4,2,4,4,5,5,3,4,5,5,3,4,5,21,244,3.083333333333333,0,502,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
143,1,1,1,1,1,1,0,1,1,1,1,1,1,3,4,3,5,5,4,4,5,1,4,2,2,4,2,2,2,4,3,2,4,3,5,5,5,5,5,5,5,5,5,5,4,1,5,3,3,5,4,4,5,4,5,5,5,1,5,1,5,3,5,5,30,174,2.9166666666666665,0,347,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
204,1,1,0,1,1,0,0,1,0,0,1,1,1,2,1,2,3,4,2,5,1,5,3,1,4,3,1,2,3,5,2,4,5,3,5,2,5,5,4,3,3,2,4,5,3,2,5,3,4,5,4,3,3,5,3,2,5,3,5,5,5,3,5,5,13,272,3.083333333333333,0,489,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
136,1,0,0,0,1,0,0,1,0,0,1,1,1,2,2,3,5,3,3,3,2,2,1,2,2,3,1,1,4,2,4,1,2,2,5,5,5,5,5,4,5,4,4,3,5,4,4,4,4,3,4,5,2,4,2,3,3,4,3,3,3,1,5,3,3,137,4.333333333333333,1,276,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
141,0,1,0,1,1,0,0,1,0,0,0,1,1,3,5,4,5,4,4,4,4,5,5,2,2,5,2,4,2,4,4,4,4,5,5,4,4,5,4,5,5,4,5,3,2,1,4,2,3,2,3,2,2,4,4,4,5,4,4,5,4,4,3,4,59,148,2.75,0,348,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
231,1,1,1,1,1,0,0,0,0,1,1,1,1,3,3,2,3,2,3,3,2,2,2,3,3,2,2,3,4,2,2,3,2,3,3,3,3,4,3,4,3,4,3,2,4,4,4,5,2,4,3,5,2,5,4,5,5,3,5,5,5,4,4,5,27,197,4.416666666666667,1,455,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
225,0,1,1,1,1,0,0,0,0,1,1,1,1,5,3,3,3,3,3,4,1,4,4,3,4,3,2,4,2,3,3,4,3,4,4,4,5,5,4,4,4,3,4,5,3,5,4,1,1,1,4,3,2,3,4,5,5,5,4,5,5,4,5,5,21,258,2.5,0,504,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
143,1,1,1,1,1,1,1,1,0,1,1,1,1,2,2,4,5,3,5,2,3,2,4,2,2,3,2,3,1,5,4,5,5,5,5,5,5,5,1,4,5,5,5,3,2,2,4,5,5,2,5,2,4,5,4,4,3,5,4,4,4,4,5,4,44,172,2.9166666666666665,0,359,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
383,1,1,0,1,0,0,0,1,0,0,0,1,1,2,2,5,4,4,4,5,1,4,2,1,1,3,1,2,1,1,1,1,1,3,3,5,2,4,5,4,5,4,5,4,1,1,4,1,1,1,2,4,2,2,4,2,4,2,4,4,3,2,3,4,11,570,2.1666666666666665,0,964,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
127,1,1,0,1,1,0,0,1,0,0,1,1,1,2,3,2,3,2,3,3,2,2,3,1,3,3,2,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,3,4,3,3,3,3,4,4,3,3,4,3,3,4,3,4,156,2.5,0,287,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
211,1,1,0,1,1,0,1,1,0,1,0,1,1,3,2,3,4,4,4,4,3,2,4,4,3,3,3,4,4,3,4,4,4,4,4,4,5,5,3,4,4,5,4,4,3,3,4,4,2,5,4,5,3,3,3,2,3,2,3,3,4,2,4,2,29,203,4.166666666666667,1,443,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
389,1,1,0,1,1,0,1,1,0,0,1,1,1,3,3,3,3,3,4,3,3,3,2,1,3,4,3,3,2,1,3,1,1,3,1,4,4,4,3,4,4,4,5,5,2,2,3,3,3,2,3,4,3,3,3,3,3,3,3,3,4,4,5,3,7,218,3.083333333333333,0,614,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
117,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,3,3,3,2,2,1,2,3,1,1,2,1,1,2,1,1,1,1,1,5,3,2,5,5,4,4,5,4,2,1,1,4,1,1,1,4,2,4,3,3,3,5,2,3,4,5,3,5,4,19,111,2.1666666666666665,0,247,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
447,1,1,1,1,1,1,0,1,0,0,0,1,1,3,2,2,3,2,4,4,4,2,4,3,4,4,2,3,4,4,4,4,2,4,4,4,3,4,4,5,4,4,4,3,2,2,4,5,4,2,5,4,2,4,4,3,4,2,4,4,5,2,4,4,37,354,3.4166666666666665,1,838,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
336,1,1,1,1,1,0,0,1,0,0,1,1,1,2,2,5,5,5,5,5,4,4,5,5,5,3,3,1,4,5,5,5,5,5,4,4,5,4,5,2,5,3,4,3,5,4,5,5,4,5,4,3,5,5,5,4,3,4,4,3,5,3,4,4,81,335,4.166666666666667,1,752,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
